,Comment_id,Post_id,Author,Date,Comment_Content,Net_Likes,Reply_id
57,3282481,"8    8
Name: Unnamed: 0, dtype: int64",66441,"Jul 21, 2022",My Lexus seems to produce a lot of brake dust. Looks a little like the underused discs rust and the rust is rubbed off as dust.,0,0.0
58,3282776,"8    8
Name: Unnamed: 0, dtype: int64",92652,"Jul 22, 2022","I use the default max region all the time and do get some brake dust. 
The rears however seem to be worse than the fronts!",0,0.0
59,3282790,"8    8
Name: Unnamed: 0, dtype: int64",112660,"Jul 22, 2022","...

I agree! It does'nt seem to make much sense at all.",0,3282776.0
60,3239194,"9    9
Name: Unnamed: 0, dtype: int64",103580,"May 9, 2022","Rip off Britain where all affordable models are removed to make way for expensive models. Skoda Enyaq 60, corsa-e se premium, ...",1,0.0
61,3239207,"9    9
Name: Unnamed: 0, dtype: int64",101047,"May 9, 2022",Nonsense (again),0,0.0
62,3239215,"9    9
Name: Unnamed: 0, dtype: int64",106227,"May 9, 2022",That's really crap service. It's also a strange world when Cazoo can get hold of new electric Mini L1's but lease Companies cannot.,0,0.0
63,3239218,"9    9
Name: Unnamed: 0, dtype: int64",416,"May 9, 2022","September delivery would have been August production, which is at the very end of BMWs model year. Sounds like the leasing company sold you a car they didn't have allocation for.


If you want an L1, try BMW Park Lane* or your local BMW dealer. There are often a handful of canceled orders and maybe even an unallocated production slot. You might not be able to get the lease deal you were promised.


* Park Lane is the only UK dealer that is owned and operated by BMW.",2,0.0
64,3239220,"9    9
Name: Unnamed: 0, dtype: int64",416,"May 9, 2022","...

Retail dealers may have unsold allocation or even cars in stock.",0,3239215.0
65,3239233,"9    9
Name: Unnamed: 0, dtype: int64",101047,"May 9, 2022","There will be many more marques and models cancelling orders

volvo,Kia and others just cannot cope with the orderbank",0,0.0
66,3239245,"9    9
Name: Unnamed: 0, dtype: int64",416,"May 9, 2022","...

I read that Volvo have closed all lease orders for the rest of 2022.",0,3239233.0
67,3239263,"9    9
Name: Unnamed: 0, dtype: int64",101047,"May 9, 2022","Volvo have (over) sold their entire build for 2022 on many models
I believe that some customers who have ordered XC40 PhEVs will be getting a rather uncomfortable call in the next couple of weeks

I have never previously known manufacturers cancel orders in my 45 years in the motor industry",0,0.0
68,3239310,"9    9
Name: Unnamed: 0, dtype: int64",5863,"May 9, 2022",The new generation Mini is close to launch which might explain your cancelled order. There are rumours that the new car will be introduced to UK dealers at a private event at Donnington race circuit later this month. The new Mini E gets two battery pack options 40kwh and 60kwh. The new Mini E will be built in China.,1,0.0
69,3239312,"9    9
Name: Unnamed: 0, dtype: int64",108386,"May 9, 2022","It's to do with build slots in the factory and as someone has said above, it would have been a late summer build slot and I imagine that the whole build slot has been cancelled. If you look on the BMW web site now you cannot order a Level 1. So I can order but have to upgrade to a L2 at a much bigger cost. Frustrating, makes me not actually want to give my business to them !",0,0.0
70,3239458,"9    9
Name: Unnamed: 0, dtype: int64",103839,"May 9, 2022","...

Frustrating though it is in the weird world of car sales at the moment BMW aren’t alone; Skoda have received a blasting on here for taking orders for the smaller battery Enyaq then cancelling it months later. Similarly while I’ve been very fortunate to have ordered and received a Stellantis EV in relatively short order, there are those waiting in Mokka-E and Peugeot 2008s where they can’t even get vague notion of a build date. Parts shortages mixed with a desire to achieve max profit and/or streamline their model line combine to achieve the toxic madhouse that we have at present.
Only marques I haven’t heard too many horror stories about in terms of wait times are MG and Fiat - but I’m sure that’ll change soon enough",0,3239312.0
71,3239563,"9    9
Name: Unnamed: 0, dtype: int64",416,"May 10, 2022","MINI had been using components made in Ukraine. BMW halted production for several weeks until they could source alternatives. 

That delay likely moved allocation near the end of this year's production into Model Year (MY) 2023. BMW traditionally starts MY production in September after a pause in August. There are exceptions. i3 Production ends in June or July. Most likely because Plant Leipzig needs extensive retooling to build the new MINI Clubman. 















Ukraine war: Halt extended at Oxford Mini plant over parts shortage


Production at Plant Oxford is stopping until 18 March due a shortage of parts from Ukraine.



www.bbc.co.uk












BMW Group Plant Leipzig prepares for production of a future MINI crossover.


+++ 2023 will see Plant Leipzig launch production of the successor to the current MINI Countryman +++ The new model will offer a choice of combustion or electric drive +++ The current investment programme for the site in Saxony will significantly increase production capacity and enable e-drive...




www.press.bmwgroup.com



",1,0.0
72,3248681,"9    9
Name: Unnamed: 0, dtype: int64",110099,"May 25, 2022","We ordered ours in December '21 ... Original delivery was supposed to be April this year ... kept getting pushed back to November ... had it cancelled a few weeks ago ...
Quite p'd off about it TBH.",0,0.0
73,3248697,"9    9
Name: Unnamed: 0, dtype: int64",108386,"May 25, 2022","...

I would be fuming. You'd think BMW would honor orders on the books rather than cancel. it's not good for reputation.

Mine was a lease order and after it has been cancelled I managed to find a different lease company who had ordered a batch in Oct 21 and they are still adamant they will come. Delivery is supposed to be mid June. We will see...",0,3248681.0
74,3251657,"9    9
Name: Unnamed: 0, dtype: int64",98780,"May 31, 2022",Could you claim any sort of loss compensation? It sounds like a contract was breached?,0,0.0
75,3273178,"9    9
Name: Unnamed: 0, dtype: int64",112124,"Jul 7, 2022","I have just been informed that the BMW i4 I ordered back in February via a lease company has been cancelled. They say I can re-order but the price will ""have gone up massively"" and that I will then go ""to the bottom of the order bank"". I am absolutely fuming at the treatment by BMW. Surely if a contract has been signed and a payment made to secure that contract they have to honour it? I will be left with no car in a couple of months and at the back of a very lengthy queue if I want to start the process over again (NOT with BMW). I will NEVER buy a BMW again and this crisis will not last forever.",0,0.0
76,3273181,"9    9
Name: Unnamed: 0, dtype: int64",112124,"Jul 7, 2022","...

Did you get your car and if so who was the lease company?",0,3248697.0
77,3273199,"9    9
Name: Unnamed: 0, dtype: int64",6652,"Jul 7, 2022","...

You need to be absolutely sure that it’s BMW who have cancelled the order, rather than the lease company who were banking on supplying and making money on the lease and now find due to price increases that they won’t.

I’m not sure why lease companies get such an easy ride sometimes, your contract is with them, and I suspect that they hide behind the manufacturer sometimes.",0,3273178.0
78,3273201,"9    9
Name: Unnamed: 0, dtype: int64",112124,"Jul 7, 2022","FROM THE :LEASE COMPANY


I am really sorry to be the bearer of bad news but we have been made aware that BMW have cancelled your order for the above vehicle along with many more. The reason for this is that they will not price protect the vehicle to the original cost of the vehicle when it was originally ordered so the prices have gone up massively.



We can obtain a new quotation for you at the new prices however it means that you are not given an preferential treatment to the build of your vehicle if you went ahead you would just unfortunately go to the bottom of the order bank and start all over again and they are also not advising what the lead time is going to be on these vehicles at the moment all they kind of given an indication of is that it could be 12+



If you could please let me know if you wish to receive a new quotation and I will request this for you or if you would like to look at something else, my sincere apologies for any inconvenience this may cause but this is totally out of our control and the decision has been made by BMW themselves.",0,0.0
79,3273264,"9    9
Name: Unnamed: 0, dtype: int64",108386,"Jul 7, 2022","...

yes I agree here, it's normally the funder that price protects the vehicle on a lease.... i would question that email from the lease company.

I managed to get a mini - it was delivered yesterday. I found a lease company who had access to a batch that were still coming. Even though the L1 mini is no longer in production. There were 6 left in the batch. It was about £10 more per month.

The reason I say about finding out who is price protecting is because there was a delay on my paper work as Lex - who are the funder for my car, started quibbling with the lease company that they weren't price protecting these cars. They did in the end but I think it's becoming a common issue with the car market at it is.

good luck it's so so annoying for you.",0,3273199.0
80,3273415,"9    9
Name: Unnamed: 0, dtype: int64",112124,"Jul 7, 2022","Interesting reply-
So the dealer has now clarified BMW haven’t actually cancelled your order apologies for this miscommunication. They have cancelled other model’s/orders but not the i4’s.



Basically what they are saying is that BMW only offer a small window of price protection on orders and if your car hasn’t been built in that small window then if they have a price increase you will be subjected to this and that is what has happened here. I am just trying to find out if they are yet aware of the new prices or if they are waiting on them still



Also just be aware that they are saying due to a massive influx of orders on these i4’s they have been told lead times have been stretched massively and as it stands they cannot give any indication on when you will see the vehicle.



Apologies for the mix up on this, I will be in touch shortly",0,0.0
81,2571782,"10    10
Name: Unnamed: 0, dtype: int64",76314,"Apr 3, 2019","...

Good question and one that I have been experimenting with myself. 

In my experience (5,000 miles in my Mini since January) I think if you are looking for economy on a journey, or maintaining battery charge for any length of time you have gotten the wrong car ! 

EV only range is poor, bordering on rubbish for a current generation PHEV and the fuel tank is as big as a thimble so with the gasoline engine being far from efficient, getting good economy on a journey of greater than 100 miles whilst trying to maintain any kind of battery life is really difficult.... the negatives aside my findings on driving modes vs. fuel use + electric use so far have been:

In MAX E Drive - you can get slightly better range out of the battery and the ICE in GREEN mode than in MID mode. 

Don't expect more than 18 miles EV range in normal mixed urban driving with any kind of gradient ever and the difference between GREEN and MID has only ever been ""around"" 2 miles EV range in MAX E Drive despite any driving style changes I can do. I haven't had the vehicle long enough to understand how temperature affects things though, so maybe an extra mile by the summer may be possible ? 

The same goes for EV only range in AUTO E Drive, but you must keep the speed below 55mph (ish) or the gasoline engine kicks in.... The gasoline kicks in at a higher vehicle speed in MAX E Drive 

Don't run in SPORT, don't use the S function of the transmission and don't manually shift - all of these blunts total range (battery + ICE) by as much as 20 miles on my ""standard"" 300 mile there and back commute - I have tried all three variants from a full battery and in AUTO E Drive on my weekly 300 mile (in one day) commute and the 20 mile swing is ""real"" (or as real as I can standardise things based on trying to maintain my driving style, the same route, same time of day and speeds etc). 

So far, the best vehicle setup for getting the best MPG I have found (on a brim-2-brim and cross referencing to the App and the MFD in the car) is to start with a full battery, then transmission in D, GREEN and AUTO E Drive and let the car do the rest. Electric consumption is difficult to monitor /measure for me as I only have the cars MFD to go on. I cheaped out on my home charger and cant yet differentiate household electric use vs. charging my car electric use, but I have been keeping a record or when I charge and what the battery SOC is at the start of the charging session (from the vehicles MFD) so if I ever get the time one day I might try and calculate my total electric consumption for the vehicle.

Running in SAVE mode gives horrendous ICE fuel economy at the time of driving, but does allow you to drive in Zero Emissions mode in the last couple of miles, so you can feel better about not polluting your own town as you drive home in the evening - but that is just ""kicking the can down the road"" as you are using more gasoline prior to that part of your journey to try and recover EV only range.

MAX E Drive with MID is great for journeys of under 12 miles if you want to drive ""with spirit"" (but don't ever go WOT as the gasoline engine kicks in !) or upto 16 miles if you drive like you have eggs under the throttle, but I cant find any journey to really stretch my battery range in this setup..... the ultimate is to find a route that starts and finishes at the same point, but is only ever down a 20% gradient, so you benefit from full regen on the overrun without the car grinding itself to a halt - so if you do find that piece of road, please let me know where it is 

MAX E Drive with GREEN is the best use of EV only power (with eggs under the throttle) I have found and have managed a maximum of 18 miles once like that. 

I have experimented also with capping my speed (never exceed 65mph in any mode and trying to stick to 60mph where the roads allow) and basically trying to drive everywhere on the overrun. Its boring but I have seen late 50's MPG on the brim-2-brim / vehicle MFD and App (all within 5% of each other) and using a full battery charge in the aforementioned AUTO E Drive + D + GREEN...... 

I think if you really try hard - on a long journey - you should be able to get down to as low as 34-35 MPG from the ICE and using your full battery, but from experience I think its down to the individual driver to tailor the MPG vs. Driving pleasure vs. Journey time trade offs..... 

If you get a home charger (whilst the grants still exist) and try to persuade your employer to install a charger at your office, you should get reasonable MPG figures, but I don't think you will find a good compromise to get most battery and fuel use from this car.....",1,0.0
82,2572714,"10    10
Name: Unnamed: 0, dtype: int64",77958,"Apr 3, 2019","Nice to see someone who is as obsessed by this as I am!

You are right about sport mode.
When the battery is below 50% it charges very aggressively. This can leave you with mpg in the low 30’s or worse.
When above 55% it stops charging so you effectively just use the ICE with electrical support. This leads to mid forties for me.

I do wish you could adjust auto edrive. I’d like a mode that uses the ICE more but still uses some battery power. AutoEdrive is basically battery only unless you accelerate hard or reach 55mph.
Why can’t I. Change that to 30% throttle and 30mph?

Save mode is economical when the battery is above 90% staying in the mid forties. When under 90% it is charging and yields about 37 mpg.

I have had some success with using autoEdrive for a 3 mile trip out then sport mode(manual) for the trip back. 
No petrol usage on the way out but 32mpg on the way back and the battery at the close to the same percentage as the start of the trip.",1,0.0
