,Comment_id,Post_id,Author,Date,Comment_Content,Net_Likes,Reply_id
35,3164349,-1,5942,"Jan 18, 2022","Yes the original ""people's car"" was the VW.
But when they resurrected the beetle they turned it more into a lifestyle/upmarket fashion accessory with a price to match, and it wasn't exactly the runaway success of the original.
Not even made now after a short run. 
The Panda is, and always was, affordable.
And the articles hint that will still be the case.
Fiat aren't stupid, they know who will buy it.
Been saying for ages electric cars need to be small and affordable- Renault can't be bothered to offer the electric Twingo or Dacia the Spring in the UK, absolute fools not to.
I would buy either in a heartbeat, hoping the electric Panda will make it here next year.",2,None
36,3164351,-1,5942,"Jan 18, 2022","

Oli said:



I love the Panda. We still have a 15 year old 100hp. I would love a Panda EV, and I really hope (but sadly doubt) that they’ll make a 100hp equivalent with sharp handling and a bit more oomph. The combination of size, practicality and fun would be hard to beat.

Click to expand...

You have a future classic, hold onto it.
I remember going to see it in the showroom when it came out, white one-rare as hen's teeth now, fabulous little thing.
Drove the recent Twingo gt rwd, my God was that thing boring- Renault were so afraid you'd stick it in a ditch they cut all power to the back end, blooming infuriating, that could have been the last of the truly great small hot hatches but they bottled it.
(sorry to de-rail the thread, I just love small cars).",2,3164348
37,3164404,-1,101047,"Jan 18, 2022","

cah197 said:



Not word on actual costs and battery size, etc.

Click to expand...

Yes, shame, the 2 things we are REALLY interested in......if their not shouting Im expecting 25k and 110 miles",0,None
38,3164414,-1,2505,"Jan 18, 2022","

Cheshirecat said:



Yes, shame, the 2 things we are REALLY interested in......if their not shouting Im expecting 25k and 110 miles

Click to expand...

My money's on the same running gear as the 500e.",2,3164404
39,3164419,-1,97879,"Jan 18, 2022","At least it might be EV from the ground up.
How old is a 500 now?- came out in 08 so they fudged an EV out of a 14 year old platform.",0,None
40,3164422,-1,97879,"Jan 18, 2022","

Cheshirecat said:



Yes, shame, the 2 things we are REALLY interested in......if their not shouting Im expecting 25k and 110 miles

Click to expand...

If they don't drop the 500 by then it will be cheaper than one.",0,3164404
41,3164426,-1,2505,"Jan 18, 2022","

CHERYLWARD said:



At least it might be EV from the ground up.
How old is a 500 now?- came out in 08 so they fudged an EV out of a 14 year old platform.

Click to expand...

Panda and 500e will share the same platform, according to this old article:









New Fiat 500e: technical details of electric city car leaked | Autocar


Specs of all-electric next-gen 500 seen online, suggesting a 199-mile range and fast-charging capability




www.autocar.co.uk





Not to be confused with the older 500 platform or Californian 500 electric. Which was a bodge job.",1,3164419
42,3164428,-1,101047,"Jan 18, 2022","

cah197 said:



My money's on the same running gear as the 500e.

Click to expand...

so 24kw maybe with 120 wltp - might do the job",1,3164414
43,3164431,-1,2505,"Jan 18, 2022","

Cheshirecat said:



so 24kw maybe with 120 wltp - might do the job

Click to expand...

It's a child's toy.

But a very cool child's toy.",2,3164428
44,3164434,-1,97879,"Jan 18, 2022","NEW 500.
Well that's about time lol.
Maybe they'll use the current 500 motors in the new Panda (smaller car, if that's possible). and develop new (bigger ones) for the new 500.
Although there looks to be a Panda and a grande version ( although probably a normal sized Panda with plastic cladding).
Whatever, looking forward to seeing what Fiat have in store- hoping we'll even get a small Alfa with a pokey motor, now that would be interesting.",0,None
45,3164441,-1,91718,"Jan 18, 2022","

CHERYLWARD said:



At least it might be EV from the ground up.
How old is a 500 now?- came out in 08 so they fudged an EV out of a 14 year old platform.

Click to expand...

The 'New' 500e is on a ground up BEV platofrm, the old (2013) 500e that was only sold in the states was based on the old 500 platform, which was actually the Fiat Panda 169 platform so dates from 2003.
I expect this new Panda will be on the same BEV platform as the new 500e, in much the same way the previous 500 and Panda have shared a platform",2,3164419
46,3164484,-1,97879,"Jan 18, 2022","

DomJ said:



The 'New' 500e is on a ground up BEV platofrm, the old (2013) 500e that was only sold in the states was based on the old 500 platform, which was actually the Fiat Panda 169 platform so dates from 2003.
I expect this new Panda will be on the same BEV platform as the new 500e, in much the same way the previous 500 and Panda have shared a platform

Click to expand...

Right didn't realise that cheers for putting me right. 👍
Does that mean there's any more interior space, passenger or boot?- not actually looked in the new one in the flesh although it does look a lot nicer than the ICE version on photos.
The same boot would be a no from me, it's just too small- that said the Panda one won't like be huge but if they put sliding seats in like some on of high spec variants if current one that would work well.",0,3164441
47,3164526,-1,1439,"Jan 18, 2022","

andrew*debbie said:



Will it be less expensive than a Dacia Spring?

Click to expand...

More cheap?

I'm cheap, so, good for me. I'll take a look so long as it is a 200 mile winter range minimum.",0,3164217
48,3164539,-1,97879,"Jan 18, 2022","

donald said:



More cheap?

I'm cheap, so, good for me. I'll take a look so long as it is a 200 mile winter range minimum.

Click to expand...

You don't get cheaper than someone from Yorkshire.
A 15k EV with a 50 battery would do me just fine.
Don't need 200 miles in winter but It does have to be cheap.
I'd go a bit more for something with a stereo and one that goes over 30mph.
Seriously, EV's need to be cheap and basic so 15-18k for a battery and reasonable comfort shouldn't be too much to ask.",0,3164526
49,3164592,-1,91962,"Jan 18, 2022","I'd be very surprised at a 200 mile winter range. That requires efficiency witchcraft of the EQXX variety or at least a 50kWh battery. I can't see this taking the Zoe's small car range crown. It just needs to be less basic and have a more commuter friendly top speed than the Spring, at the right price. My guess is a 40kWh battery, maybe as small as 30kWh. It's whether they option it with something bigger at a sensible price.",1,None
50,3164662,-1,49209,"Jan 18, 2022","Pandas are amazing little cars: five of us driving from Torino to an agriturismo up a road which became covered in snow as we climbed. No problem and tremendous fun, and not the 4WD version either. I've just checked the maps: my Italian friend would need a range of 90 winter miles for a regular trip she does so I can't see her getting one, but don't assume people use them purely as city cars in Italy.",2,None
51,3164848,-1,46689,"Jan 19, 2022","

Oli said:



I love the Panda. We still have a 15 year old 100hp. I would love a Panda EV, and I really hope (but sadly doubt) that they’ll make a 100hp equivalent with sharp handling and a bit more oomph. The combination of size, practicality and fun would be hard to beat.

Click to expand...

Cool, I used to have a Panda 4x4 with Pirelli winters, unstoppable. Loved it before moving up to a Defender, definately didn't love the fuel consumption ",3,3164348
52,3164924,-1,54297,"Jan 19, 2022","Sounds brilliant and I love the shape proposed and modular concept.

We had a panda (and a cinquecento sporting) for years and loved them,so much character.",1,None
53,3164929,-1,5263,"Jan 19, 2022","I actually kinda like the simplicity of this. I quite like the idea of stripping out all the unnecessary tech that gets jammed into cars nowadays that does nothing but make it expensive, and replacing it with the same phone I use for the other 23 hours a day.

I'll be interested to see the battery size and the boot!

I might even be tempted to give up the remote climate control from my Leaf if this turns out to be a good car, with good range, a battery that will last well, nice fast CCS charging and sensible luggage capacity 🤔 Ultimately I'd be delighted to just have my Leaf but with CCS and a bigger battery, but it doesn't seem like anyone's going to make that for a sensible price anymore.",1,None
54,3164942,-1,84466,"Jan 19, 2022","Problem is that the current safety led systems are adding significantly to the price of seemingly all UK delivered cars - airbags everywhere, EBD, ESP, LDW, ACC, Blind Spot/Rear crossing warning etc. The FIAT Panda had little if any of these systems (depending on the age that we are harking back to) and it'll be interesting to see if these are stripped out to get down to a price - they clearly cannot be replaced with a mobile phone App.
Speaking personally, I'd be happy without them but accept that I'm different to the majority.",1,None
55,3164952,-1,97879,"Jan 19, 2022","Probably all about ncap ratings and EU regs.
Some of which have little or no impact on saving your life-TPMS?
Yes I want my car to give me some protection but I really don't want stuff that adds significantly to the price that work away away in the background and cost a fortune to fix when they inevitably go wrong out of warranty.
Simple, basic, a-b motoring is all I want.",1,None
56,3164959,-1,75416,"Jan 19, 2022","

GarryL said:



P.S. Is it possible the swear filter has a typo?

Click to expand...

There doesn't seem to be a swear filter here, as such, but there are a lot of common usage English words that are blocked. You can use most swear words here, but woe betide anyone using innocent geological terms or describing what they had for lunch, as doing so may well lead to censorship. The way post censorship works here is simply baffling, given that it seems not to censor offensive language, but instead censors words that aren't at all offensive (at least here).",0,3164331
57,3164962,-1,84466,"Jan 19, 2022","

CHERYLWARD said:



Probably all about ncap ratings and EU regs.
Some of which have little or no impact on saving your life-TPMS?
Yes I want my car to give me some protection but I really don't want stuff that adds significantly to the price that work away away in the background and cost a fortune to fix when they inevitably go wrong out of warranty.
Simple, basic, a-b motoring is all I want.

Click to expand...

TPMS - legal requirement ported from European laws into ours. Sadly a significant number of accidents were caused by low tyre pressures before this became a thing:




In 2015, almost a third (32.6%) of accidents in the UK in which vehicle defects were a contributory factor were due to under inflated, defective or illegal tyres – including 112 serious accidents and 14 fatalities

Click to expand...

https://www.fleetnews.co.uk/news/fl...yre-pressures-put-millions-of-drivers-at-risk

People have become reliant on the annual service or ""Nanny"" systems to do it for them and I don't think that we'll ever be allowed to go back to not having it.",1,3164952
58,3164974,-1,104128,"Jan 19, 2022","

CHERYLWARD said:



If they don't drop the 500 by then it will be cheaper than one.

Click to expand...

Same idea",0,3164422
59,3164976,-1,5263,"Jan 19, 2022","

dk6780 said:



Problem is that the current safety led systems are adding significantly to the price of seemingly all UK delivered cars - airbags everywhere, EBD, ESP, LDW, ACC, Blind Spot/Rear crossing warning etc. The FIAT Panda had little if any of these systems (depending on the age that we are harking back to) and it'll be interesting to see if these are stripped out to get down to a price - they clearly cannot be replaced with a mobile phone App.
Speaking personally, I'd be happy without them but accept that I'm different to the majority.

Click to expand...

I don't mind safety systems (and to be honest I've found TPMS actually quite useful) - but I do mind all the junk they put inside.

Nobody needs 23 inches of touchscreens, web browsers, five zone climate control, televisions, or whatever to drive to the shops! How much of that stuff actually gets used?

Auto windscreen wipers, auto lights, cruise control (actually I don't even use that anymore), lane keep assist and good climate control. And ideally remote starting of the climate control. Then a few optional extras and job done 

Ah, actually....a reversing camera has become something of a must. But then maybe they'll buck the trend and make a car you can actually see out of when going backwards!

Can't imagine it'll make much different to me for a few years anyway, cause there's no way I'm buying a car before I've driven it and manufacturers seem to only want to sell EVs off waiting lists without even seeing the car nowadays ",1,3164942
60,3164984,-1,97879,"Jan 19, 2022","

dk6780 said:



TPMS - legal requirement ported from European laws into ours. Sadly a significant number of accidents were caused by low tyre pressures before this became a thing:



https://www.fleetnews.co.uk/news/fl...yre-pressures-put-millions-of-drivers-at-risk

People have become reliant on the annual service or ""Nanny"" systems to do it for them and I don't think that we'll ever be allowed to go back to not having it.

Click to expand...

""Underinflated, defective or illegal tyres"".
But I take your point.
Personally I prefer to check my tyre pressure weekly.
My car has cruise, never use it.
Auto everything.
Rear camera, I look over my shoulder (although I will say the cross traffic alert is good in car parks).
Collision avoidance thingy, I keep a good safe distance.
As above this stuff is just replacing what you used to do yourself- do they really, really save lives?
Only have the thing because my other half loves the gadgets, personally I want cheap and cheerful.",0,3164962
61,3164988,-1,97616,"Jan 19, 2022","

AndyK said:



I don't mind safety systems (and to be honest I've found TPMS actually quite useful) - but I do mind all the junk they put inside.

Nobody needs 23 inches of touchscreens, web browsers, five zone climate control, televisions, or whatever to drive to the shops! How much of that stuff actually gets used?

Auto windscreen wipers, auto lights, cruise control (actually I don't even use that anymore), lane keep assist and good climate control. And ideally remote starting of the climate control. Then a few optional extras and job done 

Ah, actually....a reversing camera has become something of a must. But then maybe they'll buck the trend and make a car you can actually see out of when going backwards!

Can't imagine it'll make much different to me for a few years anyway, cause there's no way I'm buying a car before I've driven it and manufacturers seem to only want to sell EVs off waiting lists without even seeing the car nowadays 

Click to expand...

Many people say something similar. The problem is, dig down and you find everyone's list of 'essentials' is a little different. Design by committee ends up including them all, and the result is a bloated product.

A genius design seems a little eccentric at first. It values simplicity, and makes you give up some things you thought you needed, but the end result makes sense as a whole, and you smile every time you use it. The new Panda EV could be such a thing, perhaps. We will have to wait and see.",1,3164976
62,3164993,-1,1439,"Jan 19, 2022","It's a remarkable piece of how marketing can manipulate people.

All these reminiscences over past Pandas.

Do you folk really think this new Panda EV will share even a single switch with the old Pandas you know?

The only thing they have in common is the name.

It's like going aboard the Russians' 'Atomflot' nuclear powered ice breaker '[50 years of] Victory' and saying 'ah, yes, it's just like I remember seeing Nelson's 'Victory' in Portsmouth'.

.. The power of advertising!  .....",2,None
63,3165001,-1,5263,"Jan 19, 2022","

GarryL said:



Many people say something similar. The problem is, dig down and you find everyone's list of 'essentials' is a little different. Design by committee ends up including them all, and the result is a bloated product.

A genius design seems a little eccentric at first. It values simplicity, and makes you give up some things you thought you needed, but the end result makes sense as a whole, and you smile every time you use it. The new Panda EV could be such a thing, perhaps. We will have to wait and see.

Click to expand...

I'm really interested to see it to be honest. Will be very keen to drive one when I can. It sounds like the sort of car where I might actually be willing to give some things up if it's got the basics right and sold for a sensible price.",0,3164988
64,3165004,-1,5263,"Jan 19, 2022","

CHERYLWARD said:



Rear camera, I look over my shoulder (although I will say the cross traffic alert is good in car parks).

Click to expand...

Obviously you can look out of the back. But with the current trends in car design, almost every modern car makes it so difficult to actually see hazards out of the back that a reversing camera is practically compulsory.",0,3164984
65,3165011,-1,97879,"Jan 19, 2022","

donald said:



It's a remarkable piece of how marketing can manipulate people.

All these reminiscences over past Pandas.

Do you folk really think this new Panda EV will share even a single switch with the old Pandas you know?

The only thing they have in common is the name.

It's like going aboard the Russians' 'Atomflot' nuclear powered ice breaker '[50 years of] Victory' and saying 'ah, yes, it's just like I remember seeing Nelson's 'Victory' in Portsmouth'.

.. The power of advertising!  .....

Click to expand...

For me it's more about taking the original and using the same ethos that made it popular.
Granted back then all these systems weren't available.
But the the Panda was always built to be affordable with a certain consumer in mind.
That's what needs to be kept.",1,3164993
66,3165029,-1,101047,"Jan 19, 2022","

CHERYLWARD said:



For me it's more about taking the original and using the same ethos that made it popular.
Granted back then all these systems weren't available.
But the the Panda was always built to be affordable with a certain consumer in mind.
That's what needs to be kept.

Click to expand...

Just for info the very ORIGINAL Panda was designed as a tourist- rental car with the daily rate x and ""engineered"" backwards from that daily rental to hit a vehicle price
Hence the deck-chair seats, wafer thin body panels and simple design ( ps I loved it)",1,3165011
67,3165033,-1,5263,"Jan 19, 2022","Indeed, the Panda has always been designed as a compact, cheap, simple and therefore reliable car for people who just want a car. The joy of simplicity!",0,None
68,3165040,-1,1439,"Jan 19, 2022","

CHERYLWARD said:



For me it's more about taking the original and using the same ethos that made it popular.
Granted back then all these systems weren't available.
But the the Panda was always built to be affordable with a certain consumer in mind.
That's what needs to be kept.

Click to expand...

It's true. My cynicism is more for amusement than disrespecting the cultural aspirations of 'The Fiat Panda'.

Indeed, if they sustain the basic design ethos then I agree with the sentimentality. The more variety of styles in car choice the better. 

We are facing the imminent danger of all BEVs heading towards indistinguishable pudding-shaped 80kWh cars, because nothing else quite works at the modal average of people.

Personally, I like big comfy low-riding 3-box limousines, but also tall narrow utilitarian vehicles/vans. So hurrah for the Panda! I have an increasing distain for anything that moves away from those polar opposites, as I think they are typically a compromise of mediocrity. donald's ideal driveway; Merc S 100kWh BEV and a Fiat Panda REx.

On the subject of whether my ideal driveway cars would have TPMS ... sure ... but I am not bothered either way, TPMS is for lazy people that can't be bothered to walk around their cars to check it is safe to drive off before getting in, or are not even competent to tell if their car is safe to drive.",1,3165011
69,3165076,-1,2505,"Jan 19, 2022","

donald said:



TPMS is for lazy people that can't be bothered to walk around their cars to check it is safe to drive off before getting in, or are not even competent to tell if their car is safe to drive.

Click to expand...

You are clearly more intelligent than everyone else and have a way to know that one of your tyres has a puncture before it goes flat.

Or do you stop to check every mile?",0,3165040
70,3165081,-1,2680,"Jan 19, 2022","On the plus side, making all these safety systems compulsory will drive down the cost and increase the reliability - eventually.

But to put it all jn perspective, the top of the range Panda (100hp like ours) was priced at £9995 when it went off sale in 2010. It had climate control, ABS, traction control, and two airbags, which was a fair bit more than the minimum legal requirement. However paired down the EV Panda is, it’s unlikely that the base model will retail for less than twice the cost.",0,None
71,3165082,-1,5263,"Jan 19, 2022","

cah197 said:



You are clearly more intelligent than everyone else and have a way to know that one of your tyres has a puncture before it goes flat.

Or do you stop to check every mile?

Click to expand...

I'd be more interested to know how to spot a tyre that's only at 30psi vs one at 36-40psi with a quick visual inspection... For busy people (that's the vast majority of us), TPMS is a very simple, quite cheap system that rarely goes wrong and is a useful safety backup. Seems perfectly sensible to make it compulsory.",2,3165076
72,3165160,-1,21489,"Jan 19, 2022","

Cheshirecat said:



Yes, shame, the 2 things we are REALLY interested in......if their not shouting Im expecting 25k and 110 miles

Click to expand...

Sorry, unless it costs the same as an old banger and allows me to drive non-stop to the Highlands to hand my granny a postcard, and then immediately drive to Penzance to visit my sick aunt, all whilst towing a horsebox, I'm out.",4,3164404
73,3165206,-1,91962,"Jan 19, 2022","Rye


First Draft said:



Sorry, unless it costs the same as an old banger and allows me to drive non-stop to the Highlands to hand my granny a postcard, and then immediately drive to Penzance to visit my sick aunt, all whilst towing a horsebox, I'm out.

Click to expand...

How did you get hold of the design brief?",0,3165160
